"Date","Price","Open","High","Low","Vol.","Change %"
"10/20/2016","0.4000","0.4000","0.4000","0.4000","","0.00%"
"10/19/2016","0.4000","0.4000","0.4000","0.4000","","0.00%"
"10/18/2016","0.4000","0.4000","0.4000","0.4000","","0.00%"
"10/17/2016","0.4000","0.4000","0.4000","0.4000","","0.00%"
"10/14/2016","0.4000","0.4000","0.4000","0.4000","","0.00%"
"10/13/2016","0.4000","0.4000","0.4000","0.4000","","0.00%"
"10/12/2016","0.4000","0.4000","0.4000","0.4000","","0.00%"
"10/11/2016","0.4000","0.4000","0.4000","0.4000","","0.00%"
"10/07/2016","0.4000","0.4000","0.4000","0.4000","","0.00%"
"10/06/2016","0.4000","0.4000","0.4000","0.4000","","0.00%"
"10/05/2016","0.4000","0.4000","0.4000","0.4000","","-2.44%"
"10/04/2016","0.4100","0.4100","0.4100","0.4100","","2.50%"
"10/03/2016","0.4000","0.4000","0.4000","0.4000","","42.86%"
"09/30/2016","0.2800","0.2800","0.2800","0.2800","","-30.00%"
"09/29/2016","0.4000","0.4000","0.4000","0.4000","","0.00%"
"09/28/2016","0.4000","0.4000","0.4000","0.4000","","0.00%"
"09/27/2016","0.4000","0.4000","0.4000","0.4000","","0.00%"
"09/26/2016","0.4000","0.4000","0.4000","0.4000","","0.00%"
"09/23/2016","0.4000","0.4000","0.4000","0.4000","","0.00%"
"09/22/2016","0.4000","0.4000","0.4000","0.4000","","0.00%"
"09/21/2016","0.4000","0.4000","0.4000","0.4000","","0.00%"
"09/20/2016","0.4000","0.4000","0.4000","0.4000","","0.00%"
"09/19/2016","0.4000","0.4000","0.4000","0.4000","","0.00%"
"09/16/2016","0.4000","0.4000","0.4000","0.4000","","0.00%"
"09/15/2016","0.4000","0.4000","0.4000","0.4000","","0.00%"
"09/14/2016","0.4000","0.4000","0.4000","0.4000","","0.00%"
"09/13/2016","0.4000","0.4000","0.4000","0.4000","","0.00%"
"09/12/2016","0.4000","0.4000","0.4000","0.4000","","0.00%"
"09/09/2016","0.4000","0.4000","0.4000","0.4000","","0.00%"
"09/08/2016","0.4000","0.4000","0.4000","0.4000","","0.00%"
"09/07/2016","0.4000","0.4000","0.4000","0.4000","","0.00%"
"09/06/2016","0.4000","0.4000","0.4000","0.4000","","-2.44%"
"09/05/2016","0.4100","0.4100","0.4100","0.4100","","2.50%"
"09/02/2016","0.4000","0.4000","0.4000","0.4000","","0.00%"
"09/01/2016","0.4000","0.4000","0.4000","0.4000","","33.33%"
"08/31/2016","0.3000","0.3000","0.3000","0.3000","","-25.00%"
"08/30/2016","0.4000","0.4000","0.4000","0.4000","","0.00%"
"08/29/2016","0.4000","0.4000","0.4000","0.4000","","0.00%"
"08/26/2016","0.4000","0.4000","0.4000","0.4000","","0.00%"
"08/25/2016","0.4000","0.4000","0.4000","0.4000","","0.00%"
"08/24/2016","0.4000","0.4000","0.4000","0.4000","","0.00%"
"08/23/2016","0.4000","0.4000","0.4000","0.4000","","0.00%"
"08/22/2016","0.4000","0.4000","0.4000","0.4000","","0.00%"
"08/19/2016","0.4000","0.4000","0.4000","0.4000","","0.00%"
"08/18/2016","0.4000","0.4000","0.4000","0.4000","","0.00%"
"08/17/2016","0.4000","0.4000","0.4000","0.4000","","0.00%"
"08/16/2016","0.4000","0.4000","0.4000","0.4000","","0.00%"
"08/15/2016","0.4000","0.4000","0.4000","0.4000","","0.00%"
"08/12/2016","0.4000","0.4000","0.4000","0.4000","","0.00%"
"08/11/2016","0.4000","0.4000","0.4000","0.4000","","0.00%"
"08/10/2016","0.4000","0.4000","0.4000","0.4000","","0.00%"
"08/09/2016","0.4000","0.4000","0.4000","0.4000","","0.00%"
"08/08/2016","0.4000","0.4000","0.4000","0.4000","","0.00%"
"08/05/2016","0.4000","0.4000","0.4000","0.4000","","0.00%"
"08/04/2016","0.4000","0.4000","0.4000","0.4000","","0.00%"
"08/03/2016","0.4000","0.4000","0.4000","0.4000","","0.00%"
"08/02/2016","0.4000","0.4000","0.4000","0.4000","","0.00%"
"08/01/2016","0.4000","0.4000","0.4000","0.4000","","33.33%"
"07/29/2016","0.3000","0.3000","0.3000","0.3000","","-25.00%"
"07/28/2016","0.4000","0.4000","0.4000","0.4000","","0.00%"
"07/27/2016","0.4000","0.4000","0.4000","0.4000","","0.00%"
"07/26/2016","0.4000","0.4000","0.4000","0.4000","","0.00%"
"07/25/2016","0.4000","0.4000","0.4000","0.4000","","0.00%"
"07/22/2016","0.4000","0.4000","0.4000","0.4000","","0.00%"
"07/21/2016","0.4000","0.4000","0.4000","0.4000","","0.00%"
"07/20/2016","0.4000","0.4000","0.4000","0.4000","","0.00%"
"07/19/2016","0.4000","0.4000","0.4000","0.4000","","0.00%"
"07/18/2016","0.4000","0.4000","0.4000","0.4000","","0.00%"
"07/15/2016","0.4000","0.4000","0.4000","0.4000","","0.00%"
"07/14/2016","0.4000","0.4000","0.4000","0.4000","","0.00%"
"07/13/2016","0.4000","0.4000","0.4000","0.4000","","0.00%"
"07/12/2016","0.4000","0.4000","0.4000","0.4000","","0.00%"
"07/11/2016","0.4000","0.4000","0.4000","0.4000","","0.00%"
"07/08/2016","0.4000","0.4000","0.4000","0.4000","","0.00%"
"07/07/2016","0.4000","0.4000","0.4000","0.4000","","0.00%"
"07/06/2016","0.4000","0.4000","0.4000","0.4000","","0.00%"
"07/05/2016","0.4000","0.4000","0.4000","0.4000","","0.00%"
"07/04/2016","0.0000","0.0000","0.0000","0.0000","","-100.00%"
"07/01/2016","0.4000","0.4000","0.4000","0.4000","","42.86%"
"06/30/2016","0.2800","0.2800","0.2800","0.2800","","-30.00%"
"06/29/2016","0.4000","0.4000","0.4000","0.4000","","0.00%"
"06/28/2016","0.4000","0.4000","0.4000","0.4000","","0.00%"
"06/27/2016","0.4000","0.4000","0.4000","0.4000","","0.00%"
"06/24/2016","0.4000","0.4000","0.4000","0.4000","","2.56%"
"06/23/2016","0.3900","0.3900","0.3900","0.3900","","2.63%"
"06/22/2016","0.3800","0.3800","0.3800","0.3800","","0.00%"
"06/21/2016","0.3800","0.3800","0.3800","0.3800","","0.00%"
"06/20/2016","0.3800","0.3800","0.3800","0.3800","","0.00%"
"06/17/2016","0.3800","0.3800","0.3800","0.3800","","0.00%"
"06/16/2016","0.3800","0.3800","0.3800","0.3800","","0.00%"
"06/15/2016","0.3800","0.3800","0.3800","0.3800","","2.70%"
"06/14/2016","0.3700","0.3700","0.3700","0.3700","","0.00%"
"06/13/2016","0.3700","0.3700","0.3700","0.3700","","-2.63%"
"06/10/2016","0.3800","0.3800","0.3800","0.3800","","2.70%"
"06/09/2016","0.3700","0.3700","0.3700","0.3700","","0.00%"
"06/08/2016","0.3700","0.3700","0.3700","0.3700","","0.00%"
"06/07/2016","0.3700","0.3700","0.3700","0.3700","","0.00%"
"06/06/2016","0.3700","0.3700","0.3700","0.3700","","0.00%"
"06/03/2016","0.3700","0.3700","0.3700","0.3700","","0.00%"
"06/02/2016","0.3700","0.3700","0.3700","0.3700","","0.00%"
"06/01/2016","0.3700","0.3700","0.3700","0.3700","","32.14%"
"05/31/2016","0.2800","0.2800","0.2800","0.2800","","-24.32%"
"05/30/2016","0.3700","0.3700","0.3700","0.3700","","0.00%"
"05/27/2016","0.3700","0.3700","0.3700","0.3700","","0.00%"
"05/26/2016","0.3700","0.3700","0.3700","0.3700","","0.00%"
"05/25/2016","0.3700","0.3700","0.3700","0.3700","","0.00%"
"05/24/2016","0.3700","0.3700","0.3700","0.3700","","0.00%"
"05/23/2016","0.3700","0.3700","0.3700","0.3700","","0.00%"
"05/20/2016","0.3700","0.3700","0.3700","0.3700","","0.00%"
"05/19/2016","0.3700","0.3700","0.3700","0.3700","","0.00%"
"05/18/2016","0.3700","0.3700","0.3700","0.3700","","0.00%"
"05/17/2016","0.3700","0.3700","0.3700","0.3700","","0.00%"
"05/16/2016","0.3700","0.3700","0.3700","0.3700","","0.00%"
"05/13/2016","0.3700","0.3700","0.3700","0.3700","","0.00%"
"05/12/2016","0.3700","0.3700","0.3700","0.3700","","-2.63%"
"05/11/2016","0.3800","0.3800","0.3800","0.3800","","2.70%"
"05/10/2016","0.3700","0.3700","0.3700","0.3700","","0.00%"
"05/09/2016","0.3700","0.3700","0.3700","0.3700","","0.00%"
"05/06/2016","0.3700","0.3700","0.3700","0.3700","","0.00%"
"05/05/2016","0.3700","0.3700","0.3700","0.3700","","0.00%"
"05/04/2016","0.3700","0.3700","0.3700","0.3700","","0.00%"
"05/03/2016","0.3700","0.3700","0.3700","0.3700","","0.00%"
"05/02/2016","0.3700","0.3700","0.3700","0.3700","","27.59%"
"04/29/2016","0.2900","0.2900","0.2900","0.2900","","-19.44%"
"04/28/2016","0.3600","0.3600","0.3600","0.3600","","-2.70%"
"04/27/2016","0.3700","0.3700","0.3700","0.3700","","0.00%"
"04/26/2016","0.3700","0.3700","0.3700","0.3700","","0.00%"
"04/25/2016","0.3700","0.3700","0.3700","0.3700","","0.00%"
"04/22/2016","0.3700","0.3700","0.3700","0.3700","","0.00%"
"04/21/2016","0.3700","0.3700","0.3700","0.3700","","0.00%"
"04/20/2016","0.3700","0.3700","0.3700","0.3700","","0.00%"
"04/19/2016","0.3700","0.3700","0.3700","0.3700","","0.00%"
"04/18/2016","0.3700","0.3700","0.3700","0.3700","","0.00%"
"04/17/2016","0.3700","0.3700","0.3700","0.3700","","0.00%"
"04/15/2016","0.3700","0.3700","0.3700","0.3700","","0.00%"
"04/14/2016","0.3700","0.3700","0.3700","0.3700","","-2.63%"
"04/13/2016","0.3800","0.3800","0.3800","0.3800","","0.00%"
"04/12/2016","0.3800","0.3800","0.3800","0.3800","","5.56%"
"04/11/2016","0.3600","0.3600","0.3600","0.3600","","-2.70%"
"04/08/2016","0.3700","0.3700","0.3700","0.3700","","0.00%"
"04/07/2016","0.3700","0.3700","0.3700","0.3700","","0.00%"
"04/06/2016","0.3700","0.3700","0.3700","0.3700","","0.00%"
"04/05/2016","0.3700","0.3700","0.3700","0.3700","","0.00%"
"04/04/2016","0.3700","0.3700","0.3700","0.3700","","0.00%"
"04/02/2016","0.3700","0.3700","0.3700","0.3700","","0.00%"
"04/01/2016","0.3700","0.3700","0.3700","0.3700","","42.31%"
"03/31/2016","0.2600","0.2600","0.2600","0.2600","","-33.33%"
"03/30/2016","0.3900","0.3900","0.3900","0.3900","","2.63%"
"03/29/2016","0.3800","0.3800","0.3800","0.3800","","2.70%"
"03/28/2016","0.3700","0.3700","0.3700","0.3700","","-2.63%"
"03/25/2016","0.3800","0.3800","0.3800","0.3800","","0.00%"
"03/24/2016","0.3800","0.3800","0.3800","0.3800","","2.70%"
"03/23/2016","0.3700","0.3700","0.3700","0.3700","","0.00%"
"03/22/2016","0.3700","0.3700","0.3700","0.3700","","0.00%"
"03/21/2016","0.3700","0.3700","0.3700","0.3700","","0.00%"
"03/18/2016","0.3700","0.3700","0.3700","0.3700","","0.00%"
"03/17/2016","0.3700","0.3700","0.3700","0.3700","","0.00%"
"03/16/2016","0.3700","0.3700","0.3700","0.3700","","0.00%"
"03/15/2016","0.3700","0.3700","0.3700","0.3700","","0.00%"
"03/14/2016","0.3700","0.3700","0.3700","0.3700","","0.00%"
"03/11/2016","0.3700","0.3700","0.3700","0.3700","","0.00%"
"03/10/2016","0.3700","0.3700","0.3700","0.3700","","0.00%"
"03/09/2016","0.3700","0.3700","0.3700","0.3700","","0.00%"
"03/08/2016","0.3700","0.3700","0.3700","0.3700","","0.00%"
"03/07/2016","0.3700","0.3700","0.3700","0.3700","","0.00%"
"03/04/2016","0.3700","0.3700","0.3700","0.3700","","0.00%"
"03/03/2016","0.3700","0.3700","0.3700","0.3700","","0.00%"
"03/02/2016","0.3700","0.3700","0.3700","0.3700","","0.00%"
"03/01/2016","0.3700","0.3700","0.3700","0.3700","","37.04%"
"02/29/2016","0.2700","0.2700","0.2700","0.2700","","-27.03%"
"02/26/2016","0.3700","0.3700","0.3700","0.3700","","-2.63%"
"02/25/2016","0.3800","0.3800","0.3800","0.3800","","-2.56%"
"02/24/2016","0.3900","0.3900","0.3900","0.3900","","2.63%"
"02/23/2016","0.3800","0.3800","0.3800","0.3800","","0.00%"
"02/22/2016","0.3800","0.3800","0.3800","0.3800","","0.00%"
"02/19/2016","0.3800","0.3800","0.3800","0.3800","","-5.00%"
"02/18/2016","0.4000","0.4000","0.4000","0.4000","","5.26%"
"02/17/2016","0.3800","0.3800","0.3800","0.3800","","-2.56%"
"02/16/2016","0.3900","0.3900","0.3900","0.3900","","-2.50%"
"02/15/2016","0.4000","0.4000","0.4000","0.4000","","0.00%"
"02/12/2016","0.4000","0.4000","0.4000","0.4000","","8.11%"
"02/11/2016","0.3700","0.3700","0.3700","0.3700","","0.00%"
"02/10/2016","0.3700","0.3700","0.3700","0.3700","","-2.63%"
"02/09/2016","0.3800","0.3800","0.3800","0.3800","","-5.00%"
"02/08/2016","0.4000","0.4000","0.4000","0.4000","","5.26%"
"02/05/2016","0.3800","0.3800","0.3800","0.3800","","0.00%"
"02/04/2016","0.3800","0.3800","0.3800","0.3800","","0.00%"
"02/03/2016","0.3800","0.3800","0.3800","0.3800","","2.70%"
"02/02/2016","0.3700","0.3700","0.3700","0.3700","","0.00%"
"02/01/2016","0.3700","0.3700","0.3700","0.3700","","37.04%"
"01/29/2016","0.2700","0.2700","0.2700","0.2700","","-28.95%"
"01/28/2016","0.3800","0.3800","0.3800","0.3800","","0.00%"
"01/27/2016","0.3800","0.3800","0.3800","0.3800","","0.00%"
"01/26/2016","0.3800","0.3800","0.3800","0.3800","","0.00%"
"01/25/2016","0.3800","0.3800","0.3800","0.3800","","2.70%"
"01/22/2016","0.3700","0.3700","0.3700","0.3700","","0.00%"
"01/21/2016","0.3700","0.3700","0.3700","0.3700","","2.78%"
"01/20/2016","0.3600","0.3600","0.3600","0.3600","","0.00%"
"01/19/2016","0.3600","0.3600","0.3600","0.3600","","0.00%"
"01/18/2016","0.3600","0.3600","0.3600","0.3600","","0.00%"
"01/15/2016","0.3600","0.3600","0.3600","0.3600","","0.00%"
"01/14/2016","0.3600","0.3600","0.3600","0.3600","","0.00%"
"01/13/2016","0.3600","0.3600","0.3600","0.3600","","2.86%"
"01/12/2016","0.3500","0.3500","0.3500","0.3500","","0.00%"
"01/11/2016","0.3500","0.3500","0.3500","0.3500","","0.00%"
"01/08/2016","0.3500","0.3500","0.3500","0.3500","","0.00%"
"01/07/2016","0.3500","0.3500","0.3500","0.3500","","-5.41%"
"01/06/2016","0.3700","0.3700","0.3700","0.3700","","5.71%"
"01/05/2016","0.3500","0.3500","0.3500","0.3500","","0.00%"
"01/04/2016","0.3500","0.3500","0.3500","0.3500","","133.33%"
"12/31/2015","0.1500","0.1500","0.1500","0.1500","","-57.14%"
"12/30/2015","0.3500","0.3500","0.3500","0.3500","","0.00%"
"12/29/2015","0.3500","0.3500","0.3500","0.3500","","0.00%"
"12/28/2015","0.3500","0.3500","0.3500","0.3500","","0.00%"
"12/24/2015","0.3500","0.3500","0.3500","0.3500","","0.00%"
"12/23/2015","0.3500","0.3500","0.3500","0.3500","","0.00%"
"12/22/2015","0.3500","0.3500","0.3500","0.3500","","0.00%"
"12/21/2015","0.3500","0.3500","0.3500","0.3500","","0.00%"
"12/18/2015","0.3500","0.3500","0.3500","0.3500","","-5.41%"
"12/17/2015","0.3700","0.3700","0.3700","0.3700","","146.67%"
"12/16/2015","0.1500","0.1500","0.1500","0.1500","","0.00%"
"12/15/2015","0.1500","0.1500","0.1500","0.1500","","7.14%"
"12/14/2015","0.1400","0.1400","0.1400","0.1400","","7.69%"
"12/11/2015","0.1300","0.1300","0.1300","0.1300","","0.00%"
"12/10/2015","0.1300","0.1300","0.1300","0.1300","","0.00%"
"12/09/2015","0.1300","0.1300","0.1300","0.1300","","0.00%"
"12/08/2015","0.1300","0.1300","0.1300","0.1300","","0.00%"
"12/07/2015","0.1300","0.1300","0.1300","0.1300","","0.00%"
"12/04/2015","0.1300","0.1300","0.1300","0.1300","","0.00%"
"12/03/2015","0.1300","0.1300","0.1300","0.1300","","0.00%"
"12/02/2015","0.1300","0.1300","0.1300","0.1300","","18.18%"
"12/01/2015","0.1100","0.1100","0.1100","0.1100","","83.33%"
"11/30/2015","0.0600","0.0600","0.0600","0.0600","","-53.85%"
"11/27/2015","0.1300","0.1300","0.1300","0.1300","","0.00%"
"11/26/2015","0.1300","0.1300","0.1300","0.1300","","18.18%"
"11/25/2015","0.1100","0.1100","0.1100","0.1100","","-8.33%"
"11/24/2015","0.1200","0.1200","0.1200","0.1200","","9.09%"
"11/23/2015","0.1100","0.1100","0.1100","0.1100","","-15.38%"
"11/20/2015","0.1300","0.1300","0.1300","0.1300","","18.18%"
"11/19/2015","0.1100","0.1100","0.1100","0.1100","","0.00%"
"11/18/2015","0.1100","0.1100","0.1100","0.1100","","-15.38%"
"11/17/2015","0.1300","0.1300","0.1300","0.1300","","0.00%"
"11/16/2015","0.1300","0.1300","0.1300","0.1300","","0.00%"
"11/13/2015","0.1300","0.1300","0.1300","0.1300","","18.18%"
"11/12/2015","0.1100","0.1100","0.1100","0.1100","","-8.33%"
"11/11/2015","0.1200","0.1200","0.1200","0.1200","","9.09%"
"11/10/2015","0.1100","0.1100","0.1100","0.1100","","0.00%"
"11/09/2015","0.1100","0.1100","0.1100","0.1100","","-15.38%"
"11/06/2015","0.1300","0.1300","0.1300","0.1300","","30.00%"
"11/05/2015","0.1000","0.1000","0.1000","0.1000","","0.00%"
"11/04/2015","0.1000","0.1000","0.1000","0.1000","","-9.09%"
"11/03/2015","0.1100","0.1100","0.1100","0.1100","","10.00%"
"11/02/2015","0.1000","0.1000","0.1000","0.1000","","66.67%"
"10/30/2015","0.0600","0.0600","0.0600","0.0600","","-45.45%"
"10/29/2015","0.1100","0.1100","0.1100","0.1100","","-8.33%"
"10/28/2015","0.1200","0.1200","0.1200","0.1200","","0.00%"
"10/27/2015","0.1200","0.1200","0.1200","0.1200","","0.00%"
"10/26/2015","0.1200","0.1200","0.1200","0.1200","","9.09%"
"10/23/2015","0.1100","0.1100","0.1100","0.1100","","0.00%"
"10/22/2015","0.1100","0.1100","0.1100","0.1100","","-8.33%"
"10/21/2015","0.1200","0.1200","0.1200","0.1200","","0.00%"
"10/20/2015","0.1200","0.1200","0.1200","0.1200","","-7.69%"
"10/19/2015","0.1300","0.1300","0.1300","0.1300","","0.00%"
"10/16/2015","0.1300","0.1300","0.1300","0.1300","","0.00%"
"10/15/2015","0.1300","0.1300","0.1300","0.1300","","0.00%"
"10/14/2015","0.1300","0.1300","0.1300","0.1300","","0.00%"
"10/13/2015","0.1300","0.1300","0.1300","0.1300","","0.00%"
"10/12/2015","0.1300","0.1300","0.1300","0.1300","","0.00%"
"10/09/2015","0.1300","0.1300","0.1300","0.1300","","0.00%"
"10/08/2015","0.1300","0.1300","0.1300","0.1300","","8.33%"
"10/07/2015","0.1200","0.1200","0.1200","0.1200","","-7.69%"
"10/06/2015","0.1300","0.1300","0.1300","0.1300","","0.00%"
"10/05/2015","0.1300","0.1300","0.1300","0.1300","","0.00%"
"10/02/2015","0.1300","0.1300","0.1300","0.1300","","0.00%"
"10/01/2015","0.1300","0.1300","0.1300","0.1300","","160.00%"
"09/30/2015","0.0500","0.0500","0.0500","0.0500","","-50.00%"
"09/29/2015","0.1000","0.1000","0.1000","0.1000","","-23.08%"
"09/28/2015","0.1300","0.1300","0.1300","0.1300","","0.00%"
"09/25/2015","0.1300","0.1300","0.1300","0.1300","","0.00%"
"09/24/2015","0.1300","0.1300","0.1300","0.1300","","0.00%"
"09/23/2015","0.1300","0.1300","0.1300","0.1300","","0.00%"
"09/22/2015","0.1300","0.1300","0.1300","0.1300","","0.00%"
"09/21/2015","0.1300","0.1300","0.1300","0.1300","","0.00%"
"09/18/2015","0.1300","0.1300","0.1300","0.1300","","0.00%"
"09/17/2015","0.1300","0.1300","0.1300","0.1300","","0.00%"
"09/16/2015","0.1300","0.1300","0.1300","0.1300","","-7.14%"
"09/15/2015","0.1400","0.1400","0.1400","0.1400","","7.69%"
"09/14/2015","0.1300","0.1300","0.1300","0.1300","","0.00%"
"09/11/2015","0.1300","0.1300","0.1300","0.1300","","0.00%"
"09/10/2015","0.1300","0.1300","0.1300","0.1300","","0.00%"
"09/09/2015","0.1300","0.1300","0.1300","0.1300","","0.00%"
"09/08/2015","0.1300","0.1300","0.1300","0.1300","","-7.14%"
"09/04/2015","0.1400","0.1400","0.1400","0.1400","","0.00%"
"09/03/2015","0.1400","0.1400","0.1400","0.1400","","0.00%"
"09/02/2015","0.1400","0.1400","0.1400","0.1400","","27.27%"
"09/01/2015","0.1100","0.1100","0.1100","0.1100","","83.33%"
"08/31/2015","0.0600","0.0600","0.0600","0.0600","","-53.85%"
"08/28/2015","0.1300","0.1300","0.1300","0.1300","","18.18%"
"08/27/2015","0.1100","0.1100","0.1100","0.1100","","-8.33%"
"08/26/2015","0.1200","0.1200","0.1200","0.1200","","-14.29%"
"08/25/2015","0.1400","0.1400","0.1400","0.1400","","0.00%"
"08/24/2015","0.1400","0.1400","0.1400","0.1400","","0.00%"
"08/21/2015","0.1400","0.1400","0.1400","0.1400","","0.00%"
"08/20/2015","0.1400","0.1400","0.1400","0.1400","","0.00%"
"08/19/2015","0.1400","0.1400","0.1400","0.1400","","0.00%"
"08/18/2015","0.1400","0.1400","0.1400","0.1400","","0.00%"
"08/17/2015","0.1400","0.1400","0.1400","0.1400","","7.69%"
"08/14/2015","0.1300","0.1300","0.1300","0.1300","","0.00%"
"08/13/2015","0.1300","0.1300","0.1300","0.1300","","0.00%"
"08/12/2015","0.1300","0.1300","0.1300","0.1300","","0.00%"
"08/11/2015","0.1300","0.1300","0.1300","0.1300","","0.00%"
"08/10/2015","0.1300","0.1300","0.1300","0.1300","","0.00%"
"08/07/2015","0.1300","0.1300","0.1300","0.1300","","0.00%"
"08/06/2015","0.1300","0.1300","0.1300","0.1300","","0.00%"
"08/05/2015","0.1300","0.1300","0.1300","0.1300","","0.00%"
"08/04/2015","0.1300","0.1300","0.1300","0.1300","","0.00%"
"08/03/2015","0.1300","0.1300","0.1300","0.1300","","85.71%"
"07/31/2015","0.0700","0.0700","0.0700","0.0700","","-46.15%"
"07/30/2015","0.1300","0.1300","0.1300","0.1300","","0.00%"
"07/29/2015","0.1300","0.1300","0.1300","0.1300","","0.00%"
"07/28/2015","0.1300","0.1300","0.1300","0.1300","","0.00%"
"07/27/2015","0.1300","0.1300","0.1300","0.1300","","0.00%"
"07/24/2015","0.1300","0.1300","0.1300","0.1300","","0.00%"
"07/23/2015","0.1300","0.1300","0.1300","0.1300","","8.33%"
"07/22/2015","0.1200","0.1200","0.1200","0.1200","","-7.69%"
"07/21/2015","0.1300","0.1300","0.1300","0.1300","","0.00%"
"07/20/2015","0.1300","0.1300","0.1300","0.1300","","0.00%"
"07/17/2015","0.1300","0.1300","0.1300","0.1300","","0.00%"
"07/16/2015","0.1300","0.1300","0.1300","0.1300","","0.00%"
"07/15/2015","0.1300","0.1300","0.1300","0.1300","","0.00%"
"07/14/2015","0.1300","0.1300","0.1300","0.1300","","0.00%"
"07/13/2015","0.1300","0.1300","0.1300","0.1300","","0.00%"
"07/10/2015","0.1300","0.1300","0.1300","0.1300","","0.00%"
"07/09/2015","0.1300","0.1300","0.1300","0.1300","","0.00%"
"07/08/2015","0.1300","0.1300","0.1300","0.1300","","0.00%"
"07/07/2015","0.1300","0.1300","0.1300","0.1300","","0.00%"
"07/06/2015","0.1300","0.1300","0.1300","0.1300","","8.33%"
"07/02/2015","0.1200","0.1200","0.1200","0.1200","","0.00%"
"07/01/2015","0.1200","0.1200","0.1200","0.1200","","200.00%"
"06/30/2015","0.0400","0.0400","0.0400","0.0400","","-66.67%"
"06/29/2015","0.1200","0.1200","0.1200","0.1200","","0.00%"
"06/26/2015","0.1200","0.1200","0.1200","0.1200","","0.00%"
"06/25/2015","0.1200","0.1200","0.1200","0.1200","","0.00%"
"06/24/2015","0.1200","0.1200","0.1200","0.1200","","0.00%"
"06/23/2015","0.1200","0.1200","0.1200","0.1200","","-7.69%"
"06/22/2015","0.1300","0.1300","0.1300","0.1300","","0.00%"
"06/19/2015","0.1300","0.1300","0.1300","0.1300","","0.00%"
"06/18/2015","0.1300","0.1300","0.1300","0.1300","","0.00%"
"06/17/2015","0.1300","0.1300","0.1300","0.1300","","0.00%"
"06/16/2015","0.1300","0.1300","0.1300","0.1300","","0.00%"
"06/15/2015","0.1300","0.1300","0.1300","0.1300","","8.33%"
"06/12/2015","0.1200","0.1200","0.1200","0.1200","","-7.69%"
"06/11/2015","0.1300","0.1300","0.1300","0.1300","","0.00%"
"06/10/2015","0.1300","0.1300","0.1300","0.1300","","0.00%"
"06/09/2015","0.1300","0.1300","0.1300","0.1300","","0.00%"
"06/08/2015","0.1300","0.1300","0.1300","0.1300","","8.33%"
"06/05/2015","0.1200","0.1200","0.1200","0.1200","","0.00%"
"06/04/2015","0.1200","0.1200","0.1200","0.1200","","0.00%"
"06/03/2015","0.1200","0.1200","0.1200","0.1200","","0.00%"
"06/02/2015","0.1200","0.1200","0.1200","0.1200","","0.00%"
"06/01/2015","0.1200","0.1200","0.1200","0.1200","","140.00%"
"05/29/2015","0.0500","0.0500","0.0500","0.0500","","-58.33%"
"05/28/2015","0.1200","0.1200","0.1200","0.1200","","0.00%"
"05/27/2015","0.1200","0.1200","0.1200","0.1200","","0.00%"
"05/26/2015","0.1200","0.1200","0.1200","0.1200","","0.00%"
"05/22/2015","0.1200","0.1200","0.1200","0.1200","","9.09%"
"05/21/2015","0.1100","0.1100","0.1100","0.1100","","-8.33%"
"05/20/2015","0.1200","0.1200","0.1200","0.1200","","0.00%"
"05/19/2015","0.1200","0.1200","0.1200","0.1200","","0.00%"
"05/18/2015","0.1200","0.1200","0.1200","0.1200","","0.00%"
"05/15/2015","0.1200","0.1200","0.1200","0.1200","","0.00%"
"05/14/2015","0.1200","0.1200","0.1200","0.1200","","0.00%"
"05/13/2015","0.1200","0.1200","0.1200","0.1200","","0.00%"
"05/12/2015","0.1200","0.1200","0.1200","0.1200","","0.00%"
"05/11/2015","0.1200","0.1200","0.1200","0.1200","","0.00%"
"05/08/2015","0.1200","0.1200","0.1200","0.1200","","0.00%"
"05/07/2015","0.1200","0.1200","0.1200","0.1200","","0.00%"
"05/06/2015","0.1200","0.1200","0.1200","0.1200","","0.00%"
"05/05/2015","0.1200","0.1200","0.1200","0.1200","","0.00%"
"05/04/2015","0.1200","0.1200","0.1200","0.1200","","0.00%"
"05/01/2015","0.1200","0.1200","0.1200","0.1200","","71.43%"
"04/30/2015","0.0700","0.0700","0.0700","0.0700","","-41.67%"
"04/29/2015","0.1200","0.1200","0.1200","0.1200","","0.00%"
"04/28/2015","0.1200","0.1200","0.1200","0.1200","","0.00%"
"04/27/2015","0.1200","0.1200","0.1200","0.1200","","0.00%"
"04/24/2015","0.1200","0.1200","0.1200","0.1200","","0.00%"
"04/23/2015","0.1200","0.1200","0.1200","0.1200","","0.00%"
"04/22/2015","0.1200","0.1200","0.1200","0.1200","","0.00%"
"04/21/2015","0.1200","0.1200","0.1200","0.1200","","0.00%"
"04/20/2015","0.1200","0.1200","0.1200","0.1200","","0.00%"
"04/17/2015","0.1200","0.1200","0.1200","0.1200","","0.00%"
"04/16/2015","0.1200","0.1200","0.1200","0.1200","","0.00%"
"04/15/2015","0.1200","0.1200","0.1200","0.1200","","0.00%"
"04/14/2015","0.1200","0.1200","0.1200","0.1200","","0.00%"
"04/13/2015","0.1200","0.1200","0.1200","0.1200","","0.00%"
"04/10/2015","0.1200","0.1200","0.1200","0.1200","","0.00%"
"04/09/2015","0.1200","0.1200","0.1200","0.1200","","0.00%"
