"Date","Price","Open","High","Low","Vol.","Change %"
"12/02/2015","3,882.38","3,882.38","3,882.38","3,882.38","","-1.08%"
"12/01/2015","3,924.63","3,924.63","3,924.63","3,924.63","","1.08%"
"11/30/2015","3,882.84","3,882.84","3,882.84","3,882.84","","-0.46%"
"11/27/2015","3,900.74","3,900.74","3,900.74","3,900.74","","0.08%"
"11/25/2015","3,897.57","3,897.57","3,897.57","3,897.57","","0.00%"
"11/24/2015","3,897.67","3,897.67","3,897.67","3,897.67","","0.12%"
"11/23/2015","3,892.80","3,892.80","3,892.80","3,892.80","","-0.12%"
"11/20/2015","3,897.45","3,897.45","3,897.45","3,897.45","","0.40%"
"11/19/2015","3,882.06","3,882.06","3,882.06","3,882.06","","-0.11%"
"11/18/2015","3,886.26","3,886.26","3,886.26","3,886.26","","1.62%"
"11/17/2015","3,824.14","3,824.14","3,824.14","3,824.14","","-0.11%"
"11/16/2015","3,828.46","3,828.46","3,828.46","3,828.46","","1.51%"
"11/13/2015","3,771.58","3,771.58","3,771.58","3,771.58","","-1.12%"
"11/12/2015","3,814.29","3,814.29","3,814.29","3,814.29","","-1.38%"
"11/11/2015","3,867.71","3,867.71","3,867.71","3,867.71","","-0.32%"
"11/10/2015","3,880.23","3,880.23","3,880.23","3,880.23","","0.18%"
"11/09/2015","3,873.37","3,873.37","3,873.37","3,873.37","","-0.96%"
"11/06/2015","3,910.98","3,910.98","3,910.98","3,910.98","","-0.02%"
"11/05/2015","3,911.89","3,911.89","3,911.89","3,911.89","","-0.09%"
"11/04/2015","3,915.52","3,915.52","3,915.52","3,915.52","","-0.32%"
"11/03/2015","3,928.05","3,928.05","3,928.05","3,928.05","","0.27%"
"11/02/2015","3,917.30","3,917.30","3,917.30","3,917.30","","1.19%"
"10/30/2015","3,871.33","3,871.33","3,871.33","3,871.33","","-0.48%"
"10/29/2015","3,890.04","3,890.04","3,890.04","3,890.04","","-0.03%"
"10/28/2015","3,891.35","3,891.35","3,891.35","3,891.35","","1.19%"
"10/27/2015","3,845.45","3,845.45","3,845.45","3,845.45","","-0.26%"
"10/26/2015","3,855.29","3,855.29","3,855.29","3,855.29","","-0.19%"
"10/23/2015","3,862.65","3,862.65","3,862.65","3,862.65","","1.10%"
"10/22/2015","3,820.49","3,820.49","3,820.49","3,820.49","","1.67%"
"10/21/2015","3,757.91","3,757.91","3,757.91","3,757.91","","-0.57%"
"10/20/2015","3,779.44","3,779.44","3,779.44","3,779.44","","-0.14%"
"10/19/2015","3,784.72","3,784.72","3,784.72","3,784.72","","0.03%"
"10/16/2015","3,783.64","3,783.64","3,783.64","3,783.64","","0.46%"
"10/15/2015","3,766.43","3,766.43","3,766.43","3,766.43","","1.49%"
"10/14/2015","3,711.11","3,711.11","3,711.11","3,711.11","","-0.47%"
"10/13/2015","3,728.48","3,728.48","3,728.48","3,728.48","","-0.67%"
"10/12/2015","3,753.73","3,753.73","3,753.73","3,753.73","","0.13%"
"10/09/2015","3,748.96","3,748.96","3,748.96","3,748.96","","0.08%"
"10/08/2015","3,746.12","3,746.12","3,746.12","3,746.12","","0.88%"
"10/07/2015","3,713.36","3,713.36","3,713.36","3,713.36","","0.84%"
"10/06/2015","3,682.33","3,682.33","3,682.33","3,682.33","","-0.36%"
"10/05/2015","3,695.61","3,695.61","3,695.61","3,695.61","","1.83%"
"10/02/2015","3,629.04","3,629.04","3,629.04","3,629.04","","1.44%"
"10/01/2015","3,577.47","3,577.47","3,577.47","3,577.47","","0.20%"
"09/30/2015","3,570.17","3,570.17","3,570.17","3,570.17","","1.91%"
"09/29/2015","3,503.13","3,503.13","3,503.13","3,503.13","","0.13%"
"09/28/2015","3,498.61","3,498.61","3,498.61","3,498.61","","-2.54%"
"09/25/2015","3,589.71","3,589.71","3,589.71","3,589.71","","-0.05%"
"09/24/2015","3,591.37","3,591.37","3,591.37","3,591.37","","-0.34%"
"09/23/2015","3,603.49","3,603.49","3,603.49","3,603.49","","-0.20%"
"09/22/2015","3,610.70","3,610.70","3,610.70","3,610.70","","-1.23%"
"09/21/2015","3,655.64","3,655.64","3,655.64","3,655.64","","0.46%"
"09/18/2015","3,638.99","3,638.99","3,638.99","3,638.99","","-1.62%"
"09/17/2015","3,698.74","3,698.74","3,698.74","3,698.74","","-0.24%"
"09/16/2015","3,707.62","3,707.62","3,707.62","3,707.62","","0.87%"
"09/15/2015","3,675.48","3,675.48","3,675.48","3,675.48","","1.28%"
"09/14/2015","3,628.87","3,628.87","3,628.87","3,628.87","","-0.40%"
"09/11/2015","3,643.54","3,643.54","3,643.54","3,643.54","","0.48%"
"09/10/2015","3,626.14","3,626.14","3,626.14","3,626.14","","0.54%"
"09/09/2015","3,606.80","3,606.80","3,606.80","3,606.80","","-1.38%"
"09/08/2015","3,657.32","3,657.32","3,657.32","3,657.32","","2.52%"
"09/04/2015","3,567.41","3,567.41","3,567.41","3,567.41","","-1.52%"
"09/03/2015","3,622.66","3,622.66","3,622.66","3,622.66","","0.12%"
"09/02/2015","3,618.25","3,618.25","3,618.25","3,618.25","","1.85%"
"09/01/2015","3,552.66","3,552.66","3,552.66","3,552.66","","-2.95%"
"08/31/2015","3,660.75","3,660.75","3,660.75","3,660.75","","-0.83%"
"08/28/2015","3,691.30","3,691.30","3,691.30","3,691.30","","0.07%"
"08/27/2015","3,688.60","3,688.60","3,688.60","3,688.60","","2.44%"
"08/26/2015","3,600.73","3,600.73","3,600.73","3,600.73","","3.91%"
"08/25/2015","3,465.19","3,465.19","3,465.19","3,465.19","","-1.35%"
"08/24/2015","3,512.65","3,512.65","3,512.65","3,512.65","","-3.94%"
"08/21/2015","3,656.67","3,656.67","3,656.67","3,656.67","","-3.17%"
"08/20/2015","3,776.36","3,776.36","3,776.36","3,776.36","","-2.11%"
"08/19/2015","3,857.74","3,857.74","3,857.74","3,857.74","","-0.82%"
"08/18/2015","3,889.60","3,889.60","3,889.60","3,889.60","","-0.24%"
"08/17/2015","3,899.10","3,899.10","3,899.10","3,899.10","","0.54%"
"08/14/2015","3,878.16","3,878.16","3,878.16","3,878.16","","0.39%"
"08/13/2015","3,863.03","3,863.03","3,863.03","3,863.03","","-0.11%"
"08/12/2015","3,867.37","3,867.37","3,867.37","3,867.37","","0.12%"
"08/11/2015","3,862.81","3,862.81","3,862.81","3,862.81","","-0.94%"
"08/10/2015","3,899.36","3,899.36","3,899.36","3,899.36","","1.28%"
"08/07/2015","3,849.96","3,849.96","3,849.96","3,849.96","","-0.28%"
"08/06/2015","3,860.92","3,860.92","3,860.92","3,860.92","","-0.75%"
"08/05/2015","3,889.99","3,889.99","3,889.99","3,889.99","","0.35%"
"08/04/2015","3,876.44","3,876.44","3,876.44","3,876.44","","-0.22%"
"08/03/2015","3,885.07","3,885.07","3,885.07","3,885.07","","-0.28%"
"07/31/2015","3,895.80","3,895.80","3,895.80","3,895.80","","-0.23%"
"07/30/2015","3,904.64","3,904.64","3,904.64","3,904.64","","0.01%"
"07/29/2015","3,904.21","3,904.21","3,904.21","3,904.21","","0.74%"
"07/28/2015","3,875.37","3,875.37","3,875.37","3,875.37","","1.24%"
"07/27/2015","3,827.93","3,827.93","3,827.93","3,827.93","","-0.58%"
"07/24/2015","3,850.15","3,850.15","3,850.15","3,850.15","","-1.07%"
"07/23/2015","3,891.79","3,891.79","3,891.79","3,891.79","","-0.56%"
"07/22/2015","3,913.75","3,913.75","3,913.75","3,913.75","","-0.23%"
"07/21/2015","3,922.70","3,922.70","3,922.70","3,922.70","","-0.42%"
"07/20/2015","3,939.35","3,939.35","3,939.35","3,939.35","","0.08%"
"07/17/2015","3,936.22","3,936.22","3,936.22","3,936.22","","0.11%"
"07/16/2015","3,931.85","3,931.85","3,931.85","3,931.85","","0.80%"
"07/15/2015","3,900.50","3,900.50","3,900.50","3,900.50","","-0.07%"
"07/14/2015","3,903.31","3,903.31","3,903.31","3,903.31","","0.45%"
"07/13/2015","3,885.97","3,885.97","3,885.97","3,885.97","","1.12%"
"07/10/2015","3,843.10","3,843.10","3,843.10","3,843.10","","1.23%"
"07/09/2015","3,796.26","3,796.26","3,796.26","3,796.26","","0.23%"
"07/08/2015","3,787.67","3,787.67","3,787.67","3,787.67","","-1.64%"
"07/07/2015","3,850.66","3,850.66","3,850.66","3,850.66","","0.61%"
"07/06/2015","3,827.35","3,827.35","3,827.35","3,827.35","","-0.38%"
"07/02/2015","3,842.06","3,842.06","3,842.06","3,842.06","","-0.03%"
"07/01/2015","3,843.26","3,843.26","3,843.26","3,843.26","","0.72%"
"06/30/2015","3,815.85","3,815.85","3,815.85","3,815.85","","0.27%"
"06/29/2015","3,805.50","3,805.50","3,805.50","3,805.50","","-2.08%"
"06/26/2015","3,886.21","3,886.21","3,886.21","3,886.21","","-0.02%"
"06/25/2015","3,887.04","3,887.04","3,887.04","3,887.04","","-0.29%"
"06/24/2015","3,898.47","3,898.47","3,898.47","3,898.47","","-0.73%"
"06/23/2015","3,927.23","3,927.23","3,927.23","3,927.23","","0.07%"
"06/22/2015","3,924.41","3,924.41","3,924.41","3,924.41","","0.61%"
"06/19/2015","3,900.64","3,900.64","3,900.64","3,900.64","","-0.53%"
"06/18/2015","3,921.43","3,921.43","3,921.43","3,921.43","","1.00%"
"06/17/2015","3,882.49","3,882.49","3,882.49","3,882.49","","0.20%"
"06/16/2015","3,874.73","3,874.73","3,874.73","3,874.73","","0.57%"
"06/15/2015","3,852.75","3,852.75","3,852.75","3,852.75","","-0.46%"
"06/12/2015","3,870.56","3,870.56","3,870.56","3,870.56","","-0.69%"
"06/11/2015","3,897.59","3,897.59","3,897.59","3,897.59","","0.20%"
"06/10/2015","3,889.70","3,889.70","3,889.70","3,889.70","","1.21%"
"06/09/2015","3,843.16","3,843.16","3,843.16","3,843.16","","0.04%"
"06/08/2015","3,841.45","3,841.45","3,841.45","3,841.45","","-0.63%"
"06/05/2015","3,865.83","3,865.83","3,865.83","3,865.83","","-0.14%"
"06/04/2015","3,871.23","3,871.23","3,871.23","3,871.23","","-0.86%"
"06/03/2015","3,904.83","3,904.83","3,904.83","3,904.83","","0.23%"
"06/02/2015","3,895.85","3,895.85","3,895.85","3,895.85","","-0.10%"
"06/01/2015","3,899.59","3,899.59","3,899.59","3,899.59","","0.22%"
"05/29/2015","3,891.18","3,891.18","3,891.18","3,891.18","","-0.63%"
"05/28/2015","3,915.82","3,915.82","3,915.82","3,915.82","","-0.11%"
"05/27/2015","3,920.11","3,920.11","3,920.11","3,920.11","","0.93%"
"05/26/2015","3,883.88","3,883.88","3,883.88","3,883.88","","-1.03%"
"05/22/2015","3,924.16","3,924.16","3,924.16","3,924.16","","-0.22%"
"05/21/2015","3,932.90","3,932.90","3,932.90","3,932.90","","0.25%"
"05/20/2015","3,923.18","3,923.18","3,923.18","3,923.18","","-0.08%"
"05/19/2015","3,926.41","3,926.41","3,926.41","3,926.41","","-0.04%"
"05/18/2015","3,928.15","3,928.15","3,928.15","3,928.15","","0.31%"
"05/15/2015","3,915.99","3,915.99","3,915.99","3,915.99","","0.09%"
"05/14/2015","3,912.52","3,912.52","3,912.52","3,912.52","","1.09%"
"05/13/2015","3,870.36","3,870.36","3,870.36","3,870.36","","-0.01%"
"05/12/2015","3,870.69","3,870.69","3,870.69","3,870.69","","-0.29%"
"05/11/2015","3,881.93","3,881.93","3,881.93","3,881.93","","-0.49%"
"05/08/2015","3,901.01","3,901.01","3,901.01","3,901.01","","1.35%"
"05/07/2015","3,849.13","3,849.13","3,849.13","3,849.13","","0.40%"
"05/06/2015","3,833.70","3,833.70","3,833.70","3,833.70","","-0.41%"
"05/05/2015","3,849.41","3,849.41","3,849.41","3,849.41","","-1.17%"
"05/04/2015","3,895.16","3,895.16","3,895.16","3,895.16","","0.29%"
"05/01/2015","3,883.75","3,883.75","3,883.75","3,883.75","","1.09%"
"04/30/2015","3,841.78","3,841.78","3,841.78","3,841.78","","-1.01%"
"04/29/2015","3,880.90","3,880.90","3,880.90","3,880.90","","-0.37%"
"04/28/2015","3,895.21","3,895.21","3,895.21","3,895.21","","0.29%"
"04/27/2015","3,884.10","3,884.10","3,884.10","3,884.10","","-0.41%"
"04/24/2015","3,900.24","3,900.24","3,900.24","3,900.24","","0.23%"
"04/23/2015","3,891.46","3,891.46","3,891.46","3,891.46","","0.25%"
"04/22/2015","3,881.93","3,881.93","3,881.93","3,881.93","","0.51%"
"04/21/2015","3,862.15","3,862.15","3,862.15","3,862.15","","-0.15%"
"04/20/2015","3,867.82","3,867.82","3,867.82","3,867.82","","0.93%"
"04/17/2015","3,832.33","3,832.33","3,832.33","3,832.33","","-1.13%"
"04/16/2015","3,876.17","3,876.17","3,876.17","3,876.17","","-0.08%"
"04/15/2015","3,879.10","3,879.10","3,879.10","3,879.10","","0.51%"
"04/14/2015","3,859.22","3,859.22","3,859.22","3,859.22","","0.16%"
"04/13/2015","3,852.93","3,852.93","3,852.93","3,852.93","","-0.45%"
"04/10/2015","3,870.31","3,870.31","3,870.31","3,870.31","","0.52%"
"04/09/2015","3,850.29","3,850.29","3,850.29","3,850.29","","0.45%"
"04/08/2015","3,833.20","3,833.20","3,833.20","3,833.20","","0.31%"
"04/07/2015","3,821.49","3,821.49","3,821.49","3,821.49","","-0.20%"
"04/06/2015","3,829.31","3,829.31","3,829.31","3,829.31","","0.66%"
"04/02/2015","3,804.14","3,804.14","3,804.14","3,804.14","","0.36%"
"04/01/2015","3,790.66","3,790.66","3,790.66","3,790.66","","-0.38%"
"03/31/2015","3,805.27","3,805.27","3,805.27","3,805.27","","-0.87%"
"03/30/2015","3,838.65","3,838.65","3,838.65","3,838.65","","1.23%"
"03/27/2015","3,791.90","3,791.90","3,791.90","3,791.90","","0.26%"
"03/26/2015","3,782.21","3,782.21","3,782.21","3,782.21","","-0.24%"
"03/25/2015","3,791.13","3,791.13","3,791.13","3,791.13","","-1.45%"
"03/24/2015","3,847.05","3,847.05","3,847.05","3,847.05","","-0.61%"
"03/23/2015","3,870.49","3,870.49","3,870.49","3,870.49","","-0.17%"
"03/20/2015","3,877.26","3,877.26","3,877.26","3,877.26","","0.90%"
"03/19/2015","3,842.62","3,842.62","3,842.62","3,842.62","","-0.49%"
"03/18/2015","3,861.39","3,861.39","3,861.39","3,861.39","","1.22%"
"03/17/2015","3,814.91","3,814.91","3,814.91","3,814.91","","-0.33%"
"03/16/2015","3,827.62","3,827.62","3,827.62","3,827.62","","1.36%"
"03/13/2015","3,776.44","3,776.44","3,776.44","3,776.44","","-0.61%"
"03/12/2015","3,799.43","3,799.43","3,799.43","3,799.43","","1.29%"
"03/11/2015","3,751.20","3,751.20","3,751.20","3,751.20","","-0.18%"
"03/10/2015","3,757.83","3,757.83","3,757.83","3,757.83","","-1.69%"
"03/09/2015","3,822.42","3,822.42","3,822.42","3,822.42","","0.40%"
"03/06/2015","3,807.04","3,807.04","3,807.04","3,807.04","","-1.40%"
"03/05/2015","3,861.29","3,861.29","3,861.29","3,861.29","","0.12%"
"03/04/2015","3,856.51","3,856.51","3,856.51","3,856.51","","-0.42%"
"03/03/2015","3,872.71","3,872.71","3,872.71","3,872.71","","-0.45%"
"03/02/2015","3,890.32","3,890.32","3,890.32","3,890.32","","0.62%"
"02/27/2015","3,866.42","3,866.42","3,866.42","3,866.42","","-0.29%"
"02/26/2015","3,877.85","3,877.85","3,877.85","3,877.85","","-0.13%"
"02/25/2015","3,882.95","3,882.95","3,882.95","3,882.95","","-0.06%"
"02/24/2015","3,885.27","3,885.27","3,885.27","3,885.27","","0.28%"
"02/23/2015","3,874.46","3,874.46","3,874.46","3,874.46","","-0.03%"
"02/20/2015","3,875.60","3,875.60","3,875.60","3,875.60","","0.63%"
"02/19/2015","3,851.53","3,851.53","3,851.53","3,851.53","","-0.09%"
"02/18/2015","3,855.00","3,855.00","3,855.00","3,855.00","","-0.03%"
"02/17/2015","3,856.04","3,856.04","3,856.04","3,856.04","","0.18%"
"02/13/2015","3,849.29","3,849.29","3,849.29","3,849.29","","0.42%"
"02/12/2015","3,833.35","3,833.35","3,833.35","3,833.35","","0.99%"
"02/11/2015","3,795.82","3,795.82","3,795.82","3,795.82","","0.03%"
"02/10/2015","3,794.62","3,794.62","3,794.62","3,794.62","","1.07%"
"02/09/2015","3,754.36","3,754.36","3,754.36","3,754.36","","-0.42%"
"02/06/2015","3,770.20","3,770.20","3,770.20","3,770.20","","-0.32%"
"02/05/2015","3,782.11","3,782.11","3,782.11","3,782.11","","1.05%"
"02/04/2015","3,742.84","3,742.84","3,742.84","3,742.84","","-0.39%"
"02/03/2015","3,757.34","3,757.34","3,757.34","3,757.34","","1.45%"
"02/02/2015","3,703.77","3,703.77","3,703.77","3,703.77","","1.30%"
"01/30/2015","3,656.28","3,656.28","3,656.28","3,656.28","","-1.30%"
"01/29/2015","3,704.35","3,704.35","3,704.35","3,704.35","","0.96%"
"01/28/2015","3,669.10","3,669.10","3,669.10","3,669.10","","-1.34%"
"01/27/2015","3,718.99","3,718.99","3,718.99","3,718.99","","-1.34%"
"01/26/2015","3,769.45","3,769.45","3,769.45","3,769.45","","0.26%"
"01/23/2015","3,759.76","3,759.76","3,759.76","3,759.76","","-0.55%"
"01/22/2015","3,780.51","3,780.51","3,780.51","3,780.51","","1.53%"
"01/21/2015","3,723.62","3,723.62","3,723.62","3,723.62","","0.49%"
"01/20/2015","3,705.65","3,705.65","3,705.65","3,705.65","","0.16%"
"01/16/2015","3,699.79","3,699.79","3,699.79","3,699.79","","1.34%"
"01/15/2015","3,650.74","3,650.74","3,650.74","3,650.74","","-0.92%"
"01/14/2015","3,684.72","3,684.72","3,684.72","3,684.72","","-0.58%"
"01/13/2015","3,706.15","3,706.15","3,706.15","3,706.15","","-0.25%"
"01/12/2015","3,715.36","3,715.36","3,715.36","3,715.36","","-0.81%"
"01/09/2015","3,745.67","3,745.67","3,745.67","3,745.67","","-0.84%"
"01/08/2015","3,777.40","3,777.40","3,777.40","3,777.40","","1.79%"
"01/07/2015","3,710.94","3,710.94","3,710.94","3,710.94","","1.19%"
"01/06/2015","3,667.14","3,667.14","3,667.14","3,667.14","","-0.89%"
"01/05/2015","3,700.03","3,700.03","3,700.03","3,700.03","","-1.82%"
"01/02/2015","3,768.68","3,768.68","3,768.68","3,768.68","","-0.02%"
"12/31/2014","3,769.44","3,769.44","3,769.44","3,769.44","","-1.03%"
"12/30/2014","3,808.69","3,808.69","3,808.69","3,808.69","","-0.48%"
"12/29/2014","3,826.95","3,826.95","3,826.95","3,826.95","","0.10%"
"12/26/2014","3,823.00","3,823.00","3,823.00","3,823.00","","0.33%"
"12/24/2014","3,810.39","3,810.39","3,810.39","3,810.39","","-0.01%"
"12/23/2014","3,810.78","3,810.78","3,810.78","3,810.78","","0.18%"
"12/22/2014","3,803.94","3,803.94","3,803.94","3,803.94","","0.40%"
"12/19/2014","3,788.97","3,788.97","3,788.97","3,788.97","","0.46%"
"12/18/2014","3,771.72","3,771.72","3,771.72","3,771.72","","2.42%"
"12/17/2014","3,682.70","3,682.70","3,682.70","3,682.70","","2.04%"
"12/16/2014","3,609.06","3,609.06","3,609.06","3,609.06","","-0.85%"
"12/15/2014","3,639.97","3,639.97","3,639.97","3,639.97","","-0.63%"
"12/12/2014","3,663.10","3,663.10","3,663.10","3,663.10","","-1.62%"
"12/11/2014","3,723.32","3,723.32","3,723.32","3,723.32","","0.48%"
"12/10/2014","3,705.51","3,705.51","3,705.51","3,705.51","","-1.63%"
"12/09/2014","3,766.83","3,766.83","3,766.83","3,766.83","","-0.02%"
"12/08/2014","3,767.70","3,767.70","3,767.70","3,767.70","","-0.71%"
"12/05/2014","3,794.68","3,794.68","3,794.68","3,794.68","","0.17%"
"12/04/2014","3,788.34","3,788.34","3,788.34","3,788.34","","-0.11%"
"12/03/2014","3,792.69","3,792.69","3,792.69","3,792.69","","0.40%"
"12/02/2014","3,777.47","3,777.47","3,777.47","3,777.47","","0.64%"
"12/01/2014","3,753.31","3,753.31","3,753.31","3,753.31","","-0.68%"
"11/28/2014","3,778.96","3,778.96","3,778.96","3,778.96","","-0.25%"
"11/26/2014","3,788.42","3,788.42","3,788.42","3,788.42","","0.30%"
"11/25/2014","3,776.94","3,776.94","3,776.94","3,776.94","","-0.10%"
"11/24/2014","3,780.88","3,780.88","3,780.88","3,780.88","","0.29%"
"11/21/2014","3,770.03","3,770.03","3,770.03","3,770.03","","0.54%"
"11/20/2014","3,749.87","3,749.87","3,749.87","3,749.87","","0.20%"
"11/19/2014","3,742.35","3,742.35","3,742.35","3,742.35","","-0.14%"
"11/18/2014","3,747.74","3,747.74","3,747.74","3,747.74","","0.53%"
"11/17/2014","3,727.86","3,727.86","3,727.86","3,727.86","","0.08%"
"11/14/2014","3,724.92","3,724.92","3,724.92","3,724.92","","0.04%"
"11/13/2014","3,723.58","3,723.58","3,723.58","3,723.58","","0.06%"
"11/12/2014","3,721.30","3,721.30","3,721.30","3,721.30","","-0.04%"
"11/11/2014","3,722.84","3,722.84","3,722.84","3,722.84","","0.07%"
"11/10/2014","3,720.25","3,720.25","3,720.25","3,720.25","","0.32%"
"11/07/2014","3,708.46","3,708.46","3,708.46","3,708.46","","0.05%"
"11/06/2014","3,706.45","3,706.45","3,706.45","3,706.45","","0.41%"
"11/05/2014","3,691.38","3,691.38","3,691.38","3,691.38","","0.60%"
"11/04/2014","3,669.18","3,669.18","3,669.18","3,669.18","","-0.28%"
"11/03/2014","3,679.58","3,679.58","3,679.58","3,679.58","","-0.01%"
"10/31/2014","3,679.99","3,679.99","3,679.99","3,679.99","","1.17%"
"10/30/2014","3,637.30","3,637.30","3,637.30","3,637.30","","0.63%"
"10/29/2014","3,614.53","3,614.53","3,614.53","3,614.53","","-0.13%"
"10/28/2014","3,619.16","3,619.16","3,619.16","3,619.16","","1.19%"
"10/27/2014","3,576.47","3,576.47","3,576.47","3,576.47","","-0.15%"
"10/24/2014","3,581.82","3,581.82","3,581.82","3,581.82","","0.71%"
"10/23/2014","3,556.70","3,556.70","3,556.70","3,556.70","","1.23%"
"10/22/2014","3,513.47","3,513.47","3,513.47","3,513.47","","-0.72%"
"10/21/2014","3,538.90","3,538.90","3,538.90","3,538.90","","1.96%"
"10/20/2014","3,470.89","3,470.89","3,470.89","3,470.89","","0.92%"
"10/17/2014","3,439.39","3,439.39","3,439.39","3,439.39","","1.29%"
"10/16/2014","3,395.64","3,395.64","3,395.64","3,395.64","","0.02%"
"10/15/2014","3,395.03","3,395.03","3,395.03","3,395.03","","-0.80%"
"10/14/2014","3,422.43","3,422.43","3,422.43","3,422.43","","0.16%"
"10/13/2014","3,417.01","3,417.01","3,417.01","3,417.01","","-1.65%"
"10/10/2014","3,474.23","3,474.23","3,474.23","3,474.23","","-1.13%"
"10/09/2014","3,514.12","3,514.12","3,514.12","3,514.12","","-2.06%"
"10/08/2014","3,588.07","3,588.07","3,588.07","3,588.07","","1.78%"
"10/07/2014","3,525.29","3,525.29","3,525.29","3,525.29","","-1.51%"
"10/06/2014","3,579.42","3,579.42","3,579.42","3,579.42","","-0.15%"
"10/03/2014","3,584.94","3,584.94","3,584.94","3,584.94","","1.12%"
"10/02/2014","3,545.30","3,545.30","3,545.30","3,545.30","","0.01%"
"10/01/2014","3,544.98","3,544.98","3,544.98","3,544.98","","-1.32%"
"09/30/2014","3,592.25","3,592.25","3,592.25","3,592.25","","-0.27%"
"09/29/2014","3,602.09","3,602.09","3,602.09","3,602.09","","-0.25%"
"09/26/2014","3,610.98","3,610.98","3,610.98","3,610.98","","0.88%"
"09/25/2014","3,579.61","3,579.61","3,579.61","3,579.61","","-1.62%"
"09/24/2014","3,638.44","3,638.44","3,638.44","3,638.44","","0.79%"
"09/23/2014","3,610.10","3,610.10","3,610.10","3,610.10","","-0.57%"
"09/22/2014","3,630.70","3,630.70","3,630.70","3,630.70","","-0.80%"
"09/19/2014","3,660.03","3,660.03","3,660.03","3,660.03","","-0.05%"
"09/18/2014","3,661.73","3,661.73","3,661.73","3,661.73","","0.50%"
"09/17/2014","3,643.40","3,643.40","3,643.40","3,643.40","","0.13%"
"09/16/2014","3,638.60","3,638.60","3,638.60","3,638.60","","0.75%"
"09/15/2014","3,611.52","3,611.52","3,611.52","3,611.52","","-0.07%"
"09/12/2014","3,614.06","3,614.06","3,614.06","3,614.06","","-0.59%"
"09/11/2014","3,635.66","3,635.66","3,635.66","3,635.66","","0.12%"
"09/10/2014","3,631.45","3,631.45","3,631.45","3,631.45","","0.37%"
"09/09/2014","3,617.89","3,617.89","3,617.89","3,617.89","","-0.65%"
"09/08/2014","3,641.66","3,641.66","3,641.66","3,641.66","","-0.29%"
"09/05/2014","3,652.26","3,652.26","3,652.26","3,652.26","","0.51%"
"09/04/2014","3,633.87","3,633.87","3,633.87","3,633.87","","-0.15%"
"09/03/2014","3,639.35","3,639.35","3,639.35","3,639.35","","-0.06%"
"09/02/2014","3,641.52","3,641.52","3,641.52","3,641.52","","-0.05%"
"08/29/2014","3,643.34","3,643.34","3,643.34","3,643.34","","0.34%"
"08/28/2014","3,630.98","3,630.98","3,630.98","3,630.98","","-0.16%"
"08/27/2014","3,636.64","3,636.64","3,636.64","3,636.64","","0.03%"
"08/26/2014","3,635.71","3,635.71","3,635.71","3,635.71","","0.11%"
"08/25/2014","3,631.86","3,631.86","3,631.86","3,631.86","","0.48%"
"08/22/2014","3,614.50","3,614.50","3,614.50","3,614.50","","-0.19%"
"08/21/2014","3,621.23","3,621.23","3,621.23","3,621.23","","0.30%"
"08/20/2014","3,610.49","3,610.49","3,610.49","3,610.49","","0.25%"
"08/19/2014","3,601.33","3,601.33","3,601.33","3,601.33","","0.52%"
"08/18/2014","3,582.70","3,582.70","3,582.70","3,582.70","","0.86%"
"08/15/2014","3,552.17","3,552.17","3,552.17","3,552.17","","0.01%"
"08/14/2014","3,551.97","3,551.97","3,551.97","3,551.97","","0.44%"
"08/13/2014","3,536.42","3,536.42","3,536.42","3,536.42","","0.70%"
"08/12/2014","3,511.96","3,511.96","3,511.96","3,511.96","","-0.16%"
"08/11/2014","3,517.53","3,517.53","3,517.53","3,517.53","","0.29%"
"08/08/2014","3,507.21","3,507.21","3,507.21","3,507.21","","1.16%"
"08/07/2014","3,467.14","3,467.14","3,467.14","3,467.14","","-0.53%"
"08/06/2014","3,485.67","3,485.67","3,485.67","3,485.67","","0.03%"
"08/05/2014","3,484.56","3,484.56","3,484.56","3,484.56","","-0.96%"
"08/04/2014","3,518.31","3,518.31","3,518.31","3,518.31","","0.72%"
"08/01/2014","3,493.18","3,493.18","3,493.18","3,493.18","","-0.29%"
"07/31/2014","3,503.19","3,503.19","3,503.19","3,503.19","","-1.99%"
"07/30/2014","3,574.45","3,574.45","3,574.45","3,574.45","","0.02%"
"07/29/2014","3,573.65","3,573.65","3,573.65","3,573.65","","-0.45%"
"07/28/2014","3,589.73","3,589.73","3,589.73","3,589.73","","0.03%"
"07/25/2014","3,588.68","3,588.68","3,588.68","3,588.68","","-0.48%"
"07/24/2014","3,606.10","3,606.10","3,606.10","3,606.10","","0.05%"
"07/23/2014","3,604.30","3,604.30","3,604.30","3,604.30","","0.18%"
"07/22/2014","3,597.95","3,597.95","3,597.95","3,597.95","","0.50%"
"07/21/2014","3,579.99","3,579.99","3,579.99","3,579.99","","-0.23%"
"07/18/2014","3,588.21","3,588.21","3,588.21","3,588.21","","1.03%"
"07/17/2014","3,551.73","3,551.73","3,551.73","3,551.73","","-1.17%"
"07/16/2014","3,593.91","3,593.91","3,593.91","3,593.91","","0.43%"
"07/15/2014","3,578.46","3,578.46","3,578.46","3,578.46","","-0.19%"
"07/14/2014","3,585.37","3,585.37","3,585.37","3,585.37","","0.48%"
"07/11/2014","3,568.08","3,568.08","3,568.08","3,568.08","","0.16%"
